13.03.2014 11:29:36.643 //-------------- 13.03.2014 11:29:36 -------------------------
13.03.2014 11:29:36.657 Configuration XML has been opened ... 
13.03.2014 11:29:41.077 Совпали: 3d66f6ca6452cb73aa26e286cc6a532d *Webclient\config\operators.lastgood и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 3d66f6ca6452cb73aa26e286cc6a532d *Webclient\config\operators.xml и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 1c43faa1b575caa826b8092489ae5ce3 *Webclient\config\operators.xml.bak и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 4cc45b871a877ee36425cc5249a0de1c *Webclient\config\operators123.xml и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 8a170076d96b961daba9edce7b8c014c *Webclient\config\OSMIFolders.ini и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 2271f6980583c7a6b2534e873f6de928 *Webclient\config\templates\2pay.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: b600bce821b034c7f8b90fe0f4cbfcc8 *Webclient\config\templates\2pay_.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 937aec8772ea0133d06dd5d855d9894d *Webclient\config\templates\alfa_credit.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 6022a36e53f2e1af2e6a2d020667e84c *Webclient\config\templates\arg.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 76bd391fb152b4723c8469b885caab78 *Webclient\config\templates\arg_686.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: c5265967ce09239bc4c8d30e7b6838af *Webclient\config\templates\avt.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 7952edb6006e0ca3a2acd92847abd68f *Webclient\config\templates\balance.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: a5a44c70a26c4d7b44798141189117dc *Webclient\config\templates\bee.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: f54fc4ab69a7457a2f4a0d3385dacdf5 *Webclient\config\templates\config.xml и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 56f515719e29ebc0de151ae890b616f8 *Webclient\config\templates\credit.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: dfaf8b0614e73ed979feb06b38d85c88 *Webclient\config\templates\default.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: ba25237cfb9f5b5c6f42ccaca21d762f *Webclient\config\templates\exist.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 04b78169be7e346baf0f56cccfc4b5bb *Webclient\config\templates\incassation.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: dfaf8b0614e73ed979feb06b38d85c88 *Webclient\config\templates\kes.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 37daa5d9eb44b07dc721ed4866c9c2b7 *Webclient\config\templates\money.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: dab3dfcefbf8acdae92aafa57cc28639 *Webclient\config\templates\mts.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 6957ac497f64a993726c8b6b7b7b7450 *Webclient\config\templates\nesk.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 174a2ddaf59ad4f3e85786f9b7dc4c20 *Webclient\config\templates\payment-error.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: c1a0f589edf6cf70155e0f72a7b053d8 *Webclient\config\templates\ros_credit.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 61698250b28b3c4c331d1b55cfd9067d *Webclient\config\templates\tc.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: a14e71001e5ca8001e69ba43bdaac08c *Webclient\config\templates\to.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: b8f20b9f930b3b6123441e3f31e7cde2 *Webclient\config\templates\utk.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: b11af62a06825b704c3304910ca26b66 *Webclient\config\templates\vod.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 0d904cc7dfa5319dcca01b4eac01d24e *Webclient\config\templates\yandex.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 5691ab14d9b28352c6ab7ec6f0f869b7 *Webclient\config\templates_frk\2pay.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 7b92f3577c5d9497c70d4f929656d39d *Webclient\config\templates_frk\2pay_.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 0dc7374659624527c5087182056ebf29 *Webclient\config\templates_frk\alfa_credit.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: d1dbd6688e68e7118511ccf362ae866e *Webclient\config\templates_frk\arg.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: f52e9d24d761d94730540cef893f66e3 *Webclient\config\templates_frk\arg_686.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 77076301dbb5647b01e518b17641e4c4 *Webclient\config\templates_frk\avt.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 7952edb6006e0ca3a2acd92847abd68f *Webclient\config\templates_frk\balance.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 056c720a0bb74f9147989e308725f53c *Webclient\config\templates_frk\bee.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 1c52b11249ee1b2de0297f394c6d84d1 *Webclient\config\templates_frk\credit.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: f05a2ce777079d863bc8f532d60e52e6 *Webclient\config\templates_frk\default.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: d5b1e52aea1fb05c4cf8efd5d72c397c *Webclient\config\templates_frk\exist.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: 04b78169be7e346baf0f56cccfc4b5bb *Webclient\config\templates_frk\incassation.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.077 Совпали: f05a2ce777079d863bc8f532d60e52e6 *Webclient\config\templates_frk\kes.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 375db5d703e3052dc2db069d35d2da19 *Webclient\config\templates_frk\money.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 3420bda0b20b0db5d53a3042da0b42d7 *Webclient\config\templates_frk\mts.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: edba97222dd3a42d37840098ac8023c0 *Webclient\config\templates_frk\nesk.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 9dd5c5dd2542becdd89be7d03f50c6bf *Webclient\config\templates_frk\payment-error.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 482729ca8b8c1e92c520a740697ed183 *Webclient\config\templates_frk\ros_credit.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 17cf772cf8b3e54b28a58f6013066406 *Webclient\config\templates_frk\tc.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: ddd273f7ee91aea106d9f4610af670c9 *Webclient\config\templates_frk\to.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 4e08fbc549af37a91df82758750a3779 *Webclient\config\templates_frk\utk.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 7c93f447aec1425269dc01e551ca83c5 *Webclient\config\templates_frk\vod.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: f05a2ce777079d863bc8f532d60e52e6 *Webclient\config\templates_frk\yandex.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 30489332cf529de83204a5ccb6c86b36 *Webclient\config\templates_frk_no_sup\2pay.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 3fd676912a85c5172907fbb52862f246 *Webclient\config\templates_frk_no_sup\2pay_.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 1cfe233898025f61ec4e24a122436d9f *Webclient\config\templates_frk_no_sup\alfa_credit.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 1fa7bf6d52a32a36b22eb4c36e8af6b0 *Webclient\config\templates_frk_no_sup\arg.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: bc659fd9156f7af156f7bf69ae02ad62 *Webclient\config\templates_frk_no_sup\arg_686.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: df7210ebed522a06fc2e950777c347e2 *Webclient\config\templates_frk_no_sup\avt.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 7952edb6006e0ca3a2acd92847abd68f *Webclient\config\templates_frk_no_sup\balance.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 560ab852ab34b052048ab682e3def9df *Webclient\config\templates_frk_no_sup\bee.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 0931f74a0fc4fdcfb28d206f27ce3f24 *Webclient\config\templates_frk_no_sup\credit.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: acdad7b7aa19c1bf3f66accd83b07652 *Webclient\config\templates_frk_no_sup\default.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 375970f8d7fbdeade38fba95e23be2a6 *Webclient\config\templates_frk_no_sup\exist.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 04b78169be7e346baf0f56cccfc4b5bb *Webclient\config\templates_frk_no_sup\incassation.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: acdad7b7aa19c1bf3f66accd83b07652 *Webclient\config\templates_frk_no_sup\kes.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 8ba4c1614bb66cdf972c9638bf1e4bc2 *Webclient\config\templates_frk_no_sup\money.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: e08fb2b46169ac1f5f0e4bd43cfe907a *Webclient\config\templates_frk_no_sup\mts.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 19d61261a0d1772b857d0d7a9de292a4 *Webclient\config\templates_frk_no_sup\nesk.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 38efd1433bc66e340a846bf293fe0c0e *Webclient\config\templates_frk_no_sup\payment-error.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 1f78e3f6957bdc9dbf31bcd3ed6f3e9d *Webclient\config\templates_frk_no_sup\ros_credit.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 1d5b53843d9bfa318e17442b5a77b2ec *Webclient\config\templates_frk_no_sup\tc.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 530eb8240bf74d1fde171901385a644b *Webclient\config\templates_frk_no_sup\to.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 805dfa3cbd3e18845708506815f25d65 *Webclient\config\templates_frk_no_sup\utk.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 7c93f447aec1425269dc01e551ca83c5 *Webclient\config\templates_frk_no_sup\vod.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: acdad7b7aa19c1bf3f66accd83b07652 *Webclient\config\templates_frk_no_sup\yandex.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 167dbb056218a14fd9840d9f739b6e05 *Webclient\config\templates_no_sup\2pay.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 7ddf98de98f4b419c02f22b31a1ffc08 *Webclient\config\templates_no_sup\2pay_.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 2528b8aa4f84763302adfcace8495e58 *Webclient\config\templates_no_sup\alfa_credit.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 627d486614c420eb20d932c444405ba0 *Webclient\config\templates_no_sup\arg.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 6d98f04fca6565fef2c131bf4e055fd4 *Webclient\config\templates_no_sup\arg_686.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 7379430d397b896be8ec703f61debc00 *Webclient\config\templates_no_sup\avt.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 7952edb6006e0ca3a2acd92847abd68f *Webclient\config\templates_no_sup\balance.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 353384820887bb84a4b1b142e3c4b282 *Webclient\config\templates_no_sup\bee.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 0e38dba52b3d816443e00e83800608fe *Webclient\config\templates_no_sup\credit.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: cfc89d9cef9d09185565114fca71102c *Webclient\config\templates_no_sup\default.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 6348006769f7bf1062dfc598eb868207 *Webclient\config\templates_no_sup\exist.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 04b78169be7e346baf0f56cccfc4b5bb *Webclient\config\templates_no_sup\incassation.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: cfc89d9cef9d09185565114fca71102c *Webclient\config\templates_no_sup\kes.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 2d50d77f5c21c3c461d9b7a461c87236 *Webclient\config\templates_no_sup\money.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 4ddd796bb6cab826fd75fd4687cad10f *Webclient\config\templates_no_sup\mts.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: bd30ba4f32f9f5ba2a9d2e554c586b9c *Webclient\config\templates_no_sup\nesk.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: e5ab4f6896d80692ec246fe74297beb4 *Webclient\config\templates_no_sup\payment-error.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.078 Совпали: 983092b8b6f1b1c5a8abc9fe62c2c187 *Webclient\config\templates_no_sup\ros_credit.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: 77997a81f70a4152121bc24fc8c76e02 *Webclient\config\templates_no_sup\tc.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: 05137e858500ab82fb6b3dcb9f3b6e2e *Webclient\config\templates_no_sup\to.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: 06bbcc8e5355d135dc34cc2cb997247c *Webclient\config\templates_no_sup\utk.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: b11af62a06825b704c3304910ca26b66 *Webclient\config\templates_no_sup\vod.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: d8ca8b08c9be5e8d84a70ba3ad30da6c *Webclient\config\templates_no_sup\yandex.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: af48b054a80deb2cf7026f89d314f797 *Webclient\config\templates_prim\2pay.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: 38249069c10e342200ec340c92e3eb91 *Webclient\config\templates_prim\2pay_.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: 980446ab0d0eac0f0039ca664b16637b *Webclient\config\templates_prim\avt.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: c7f38e3d120b18019b7355011b83cb56 *Webclient\config\templates_prim\balance.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: e4025da34fcebabaff74bb872b3cd499 *Webclient\config\templates_prim\bee.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: a5a51725887d6d45a36f24cf0cd1eb6e *Webclient\config\templates_prim\default.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: f00e0b4a3eb7238618b3b4dbfb2886b5 *Webclient\config\templates_prim\exist.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: 4864cd1f803cb2c882ba1cf101e4d6a8 *Webclient\config\templates_prim\incassation.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: e26c0aa74c871a9c5bb49d45e28c2d85 *Webclient\config\templates_prim\kes.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: 370caa0069a5ffbc777955a64b6f0c78 *Webclient\config\templates_prim\money.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: f6b0ff1c570ed7bae7ef8d4caa49dd1e *Webclient\config\templates_prim\mts.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: 866b68ddfe50f1edc44364a77f99cf29 *Webclient\config\templates_prim\nesk.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: c6af00e6d8589011b7372449454fa026 *Webclient\config\templates_prim\payment-error.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
13.03.2014 11:29:41.079 Совпали: 64e3e07d94dcd3ad5861fc86138608ff *Webclient\config\templates_prim\to.chq и 0d65cf7f36c1c360823bb67e8f1a3267 *Webclient\document.txt
